ID_event,Event_Type,Event_Description,Event_Strength,Geographic_Impact,Start_date,End_date,Precise_Date_Start,Precise_Date_End,Season,Chronological_precision,Lat,Lon,Modern_Location_Name,Ancient_Location_Name,Spatial_Precision,Extra_Notes,Paleoenvironmental_Comparison,Pfister_Wet_Dry,Pfister_Cold_Warm
405,5,Si indica un'abbondante pioggia il 10 maggio 1755 ad Acquaviva delle Fonti dopo un periodo di siccità,1,1,1755,1755,10/05/1755,10/05/1755,Primavera,5,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,1,NA
406,1,Si indica una siccità nella primavera del 1777 ad Acquaviva delle Fonti,2,1,1777,1777,NA,NA,Primavera,4,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,NA
407,1,Si indica una siccità nella primavera del 1778 ad Acquaviva delle Fonti,2,1,1778,1778,NA,NA,Primavera,4,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,NA
408,1,Si indica una siccità nell'estate del 1788 ad Acquaviva delle Fonti,2,1,1788,1788,NA,NA,Estate,4,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,NA
409,1,Si indica una siccità tra il novembre e il dicembre del 1809 ad Acquaviva delle Fonti,2,1,1809,1809,1/11/1809,31/12/1809,Autunno/Inverno,5,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,NA
410,1,Siccità tra il gennaio e il marzo del 1817 ad Acquaviva delle Fonti,2,1,1817,1817,01/01/1817,31/03/1817,Inverno/Primavera,5,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,NA
411,9,Si indica un freddo eccessivo tra il gennaio e il marzo del 1808 ad Acquaviva delle Fonti,2,1,1808,1808,01/01/1808,31/03/1808,Inverno/Primavera,5,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
412,5,Si indicano precipitazioni importanti nel mese di agosto del 1808 ad Acquaviva delle Fonti tali da rovinare la vendemmia di settembre e da arrecare danni alle colture arboree in novembre,2,1,1808,1808,01/08/1808,30/08/1808,Estate,5,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,NA
413,4,Si indicano grandinate nel mese di agosto del 1808 ad acquaviva delle Fonti tali da rovinare la vendemmia di settembre e da arrecare danni alle colture arboree in novembre,2,1,1808,1808,01/08/1808,30/08/1808,Estate,5,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
414,8,Si indica un calore eccessivo nell'estate del 1809 ad Acquaviva delle Fonti tale da causare incendi per autocombustione nei parchi e nelle macchie,2,1,1809,1809,NA,NA,Estate,4,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,2
415,9,Inverno rigido nel 1810 ad Acquaviva delle Fonti,2,1,1810,1810,NA,NA,Inverno,4,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
419,9,Freddo eccessivo durante l'estate del 1816 ad Acquaviva delle Fonti,2,1,1816,1816,NA,NA,Estate,4,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
420,9,Freddo eccessivo tra il gennaio e il marzo del 1817 ad Acquaviva delle Fonti,2,1,1817,1817,01/01/1817,31/03/1817,Inverno/Primavera,5,40.89674921,16.84723617,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
423,5,Lo studioso Giovene indica delle forti precipitazioni in Puglia nel novembre del 1787 tali da arrivare a 6 pollici e 4/12 di linea,2,4,1787,1787,01/11/1787,30/11/1787,Autunno,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,NA
424,9,Lo studioso Giovene indica una gelata nel 1748 in Puglia,2,3,1748,1748,NA,NA,NA,3,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,-2
425,9,Lo studioso Giovene indica una gelata nel 1755 in Puglia,2,3,1755,1755,NA,NA,NA,3,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,-2
426,9,Lo studioso Giovene indica una gelata nel 1769 in Puglia,2,3,1769,1769,NA,NA,NA,3,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,-2
427,9,Lo studioso Giovene indica una gelata nel 1770 in Puglia,2,3,1770,1770,NA,NA,NA,3,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,-2
428,9,Lo studioso Giovene indica una gelata nel febbraio del 1782 in Puglia,2,3,1782,1782,01/02/1782,28/02/1782,Inverno,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,-2
429,9,Lo studioso Giovene indica nel gennaio del 1789 degli straodinari geli e freddi in Puglia,2,3,1789,1789,01/01/1789,NA,Inverno,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,-2
430,9,Lo studioso Giovene rileva all'8 febbraio 1789 un forte gelo in Puglia,2,3,1789,1789,08/02/1789,08/02/1789,Inverno,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,-2
431,5,Lo studioso Giovene indica al 12 di febbraio delle abbondantissime piogge,2,3,1789,1789,12/02/1789,12/02/1789,Inverno,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,NA
435,5,Lo studioso Giovene indica che l'ottobre e il novembre del 1789 in Puglia furono mesi molto piovosi,2,3,1789,1789,01/10/1789,30/11/1789,Autunno,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,NA
436,9,"Lo studioso Giovene indica che alla fine di novembre del 1789 vi fu un freddo eccessivo in Puglia con nevicate, in particolare presso San Severo, tale da seccare gli ulivi",2,1,1789,1789,26/11/1789,28/11/1789,Autunno,5,41.68,15.37,San Severo,NA,TRUE,NA,NA,2,-2
437,5,Lo studioso Giovene rileva abbondanti precipitazioni a Molfetta nella primavera del 1790,2,1,1790,1790,NA,NA,Primavera,4,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,NA
438,5,Lo studioso Giovene rileva abbondanti precipitazioni ad Altamura nella primavera del 1790,2,1,1790,1790,NA,NA,Primavera,4,40.82,16.55,Altamura,NA,TRUE,NA,NA,2,NA
440,9,"Lo studioso Giovene indica al 7 aprile del 1790 un freddo eccessivo in Puglia tale da danneggiare i primi fiori delle fave, i frutti dei mandorli  e in anche luoghi anche le piante frumentacee",2,3,1790,1790,7/4/1790,7/4/1790,Primavera,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,-2
442,5,Lo studioso Giovene rileva tra il maggio e il giugno del 1790 delle forti precipitazioni in Puglia che portarono devastazione in molti luoghi della Puglia,2,3,1790,1790,01/05/1790,30/06/1790,Primavera/Estate,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,NA
443,4,Lo studioso Giovene rileva tra il maggio e il giugno del 1790 delle forti grandinate in Puglia che portarono devastazione in molti luoghi della Puglia,2,3,1790,1790,01/05/1790,30/06/1790,Primavera/Estate,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,-2
444,5,"Lo studioso Giovene rileva forti precipitazione al 23 di settembre del 1790 a Taranto tale da danneggiare case, le piante di cotone e le vigne",2,1,1790,1790,23/09/1790,23/09/1790,Autunno,5,40.46,17.26,Taranto,NA,TRUE,NA,NA,2,NA
453,5,"Lo studioso Giovene rileva come tra il 2 luglio e l'agosto del 1791 vi furono forti precipitazioni con tuoni, lampi e fulmini e anche grandine a Molfetta",1,1,1791,1791,02/07/1791,31/08/1791,Estate,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,1,NA
454,4,"Lo studioso Giovene rileva come tra il 2 luglio e l'agosto del 1791 vi furono forti precipitazioni con tuoni, lampi e fulmini e anche grandine a Molfetta",1,1,1791,1791,02/07/1791,31/08/1791,Estate,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,1,-1
455,4,Lo studioso Giovene indica come al 14 luglio 1791 vi fu una grossa grandinata a Trani,2,1,1791,1791,14/07/1791,14/07/1791,Estate,5,41.27,16.41,Trani,NA,TRUE,NA,NA,2,-2
456,5,Lo studioso Giovene rileva delle forti precipitazioni a Taranto al 15 di luglio 1791,2,1,1791,1791,15/07/1791,15/07/1791,Estate,5,40.46,17.26,Taranto,NA,TRUE,NA,NA,2,NA
457,5,Lo studioso Giovene rileva delle forti precipitazioni ad Altamura al 15 di luglio 1791,2,1,1791,1791,15/07/1791,15/07/1791,Estate,5,40.82,16.55,Altamura,NA,TRUE,NA,NA,2,NA
458,4,Lo studioso Giovene indica una forte grandinata a Molfetta tra il 17 e il 18 luglio del 1791,2,1,1791,1791,17/07/1791,18/07/1791,Estate,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,-2
459,1,Lo studioso Giovene rileva una siccità tra il settembre e l'ottobre del 1791 nella Puglia Daunia (Capitanata ecc.),2,3,1791,1791,01/09/1791,31/10/1791,Estate/Autunno,5,NA,NA,Capitanata ecc.,NA,FALSE,NA,NA,-2,NA
460,5,Lo studioso Giovene indica delle fonti precipitazioni a Molfetta nell'estate del 1791,2,3,1791,1791,NA,NA,Estate,4,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,NA
462,5,Lo studioso Giovene rileva ai giorni 15 e 16 ottobre 1791 delle forti precipitazioni a Molfetta,2,1,1791,1791,15/10/1791,16/10/1791,Autunno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,NA
464,5,Lo studioso Giovene rileva delle forte precipitazioni al 9 di gennaio 1792 a Molfetta,2,1,1792,1792,09/01/1792,09/01/1792,Inverno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,NA
466,1,Lo studioso Giovene rileva un periodo di siccità nel mese di febbraio del 1792 a Molfetta,2,1,1792,1792,01/02/1792,28/02/1792,Inverno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,-2,NA
468,8,Lo studioso Giovene rileva un calore eccessivo a Molfetta che si fece sentire in particolare tra il 20 e il 21 febbraio 1792 a Molfetta,2,1,1792,1792,20/02/1792,21/02/1792,Inverno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,-2,2
469,1,Lo studioso Giovene rileva un periodo di siccità tra l'aprile e il maggio del 1792 a Molfetta,2,1,1792,1792,01/04/1792,31/05/1792,Primavera,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,-2,NA
471,5,Lo studioso Giovene rileva delle forti precipitazioni al 29 di giugno 1792 a Molfetta,2,1,1792,1792,29/06/1792,29/06/1792,Estate,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,NA
473,1,Lo studioso Giovene indica una siccità nella primavera del 1792 in molte zone della Puglia,2,3,1792,1792,NA,NA,Primavera,4,NA,NA,Puglia,Apulia,FALSE,NA,NA,-2,NA
474,8,Lo studioso Giovene rileva un calore eccessivo nel giugno del 1792 a Molfetta,2,1,1792,1792,01/06/1792,30/06/1792,Primavera/Estate,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,-2,2
475,5,"Lo studioso Giovene rileva delle forti precipitazioni nell'agosto del 1792, in particolare nella zona del Gargano",2,2,1792,1792,01/08/1792,30/08/1792,Estate,5,41.73594458,15.76803966,Gargano,NA,FALSE,NA,NA,2,NA
480,5,"Lo studioso Giovene rileva delle abbondanti precpitazioni nel marzo del 1793, nella provincia di Bari e soprattutto nella Iapigia, dove arrecarono danno ai campi di frumento",2,2,1793,1793,01/03/1793,31/03/1793,Inverno/Primavera,5,41.11526614,16.88358331,Terra di Bari/Iapigia,NA,FALSE,NA,NA,2,NA
481,9,Lo studioso Giovene rileva come il freddo eccessivo nell'aprile del 1793 ebbe modo di arrecare danno ai campi di grano della Puglia Daunia,2,2,1793,1793,01/04/1793,30/04/1793,Primavera,5,NA,NA,Capitanata ecc.,NA,FALSE,NA,NA,2,-2
483,4,Lo studioso Giovene indica una grande nevicata tra il 1° e il 2 giugno 1793 a Molfetta,2,1,1793,1793,01/06/1793,02/06/1793,Primavera,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,-2
484,5,Lo studioso Giovene indica delle forti precipitazioni tra il 27 e il 30 settembre 1793 nella Iapigia,2,2,1793,1793,27/09/1793,30/09/1793,Autunno,5,41.115266142203104,16.88358331,Iapigia,NA,FALSE,NA,NA,2,NA
486,4,Lo studioso Giovene indica delle grandinate tra il 27 e il 30 settembre 1793 nella Iapigia,2,2,1793,1793,27/09/1793,30/09/1793,Autunno,5,41.11526614,16.88358331,Iapigia,NA,FALSE,NA,NA,2,-2
487,5,Lo studioso Giovene rileva un forte temporale al 4 di novembre del 1793 a Molfetta,2,1,1793,1793,04/11/1793,04/11/1793,Autunno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,NA
489,9,Lo studioso Giovene rileva un grande freddo al 4 di novembre del 1793 a Molfetta,2,1,1793,1793,04/11/1793,04/11/1793,Autunno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,-2
491,1,Lo studioso Giovene indica al marzo del 1794 una siccità a Molfetta,1,1,1794,1794,01/03/1794,31/03/1794,Inverno/Primavera,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,-1,NA
492,5,Lo studioso Giovene rileva dei forti temporali avvenuti nel 1794 tali che a Celenza i fulmini colpirono circa otto persone,2,1,1794,1794,NA,NA,NA,3,41.56048603,14.9819335,Celenza,NA,TRUE,NA,NA,2,NA
493,4,Lo studioso Giovene rileva delle forti grandinate nel 1794 in Puglia,2,3,1794,1794,NA,NA,NA,3,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,-2
494,5,Lo studioso Giovene rileva delle forti precipitazioni al 12 giugno 1794 in tutto il Regno,2,4,1794,1794,12/06/1794,12/06/1794,Primavera,5,NA,NA,Regno,Regnum,FALSE,NA,NA,2,NA
495,8,"Lo studioso Giovene indica un caldo eccessivo in Puglia, in particolare a Taranto, nella primavera del 1794",2,1,1794,1794,NA,NA,Primavera,5,40.46,17.26,Taranto,NA,TRUE,NA,NA,-2,2
496,1,Lo studioso Giovene rileva una siccità tra il marzo e l'aprile del 1794 a Molfetta e nelle province limitrofe,2,1,1794,1794,01/03/1794,30/04/1794,Inverno/Primavera,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,-2,NA
498,8,Lo studioso Giovene rileva un caldo eccessivo al 14 di febbraio 1795 a Molfetta,2,1,1795,1795,14/02/1795,14/02/1795,Inverno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,-2,2
500,9,Lo studioso Giovene indica un freddo eccessivo tra il 13 e il 14 maggio del 1795 a Molfetta,2,1,1795,1795,13/05/1795,14/05/1795,Primavera,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,-2
501,1,Lo studioso Giovene rileva un periodo di siccità durata tutta l'estate del 1795 a Molfetta,2,1,1795,1795,NA,NA,Estate,4,41.2,16.59,Molfetta,NA,TRUE,NA,NA,-2,NA
503,1,Lo studioso Giovene indica una siccità tra il maggio e il luglio del 1796 in Puglia,2,3,1796,1796,01/05/1796,31/07/1796,Primavera/Estate,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,-2,NA
504,4,Lo studioso Giovene indica una gran pioggia con fulmini al 1° ottobre 1796 a Molfetta,1,1,1796,1796,1/10/1796,1/10/1796,Autunno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,1,-1
505,5,Lo studioso Giovene indica una forte grandinata al 1° ottobre 1796 a Molfetta,1,1,1796,1796,1/10/1796,1/10/1796,Autunno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,1,NA
507,5,Lo studioso Giovene indica delle forti precipitazioni tra la notte del 20 e il 23 ottobre 1796 a Molfetta,2,1,1796,1796,20/10/1796,23/10/1796,Autunno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,NA
508,5,"Lo studioso Giovene indica al 7 novembre 1796 delle forti precipitazioni a Molfetta, Ariano e in generale in Puglia",2,1,1796,1796,7/11/1796,7/11/1796,Autunno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,NA
510,9,Lo studioso Giovene rileva un freddo eccessivo nel dicembre del 1796 a Molfetta e Ariano,2,1,1796,1796,01/12/1796,31/12/1796,Autunno/Inverno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,-2
511,4,Lo studioso Giovene indica delle forti nevicate nel dicembre del 1796 a Molfetta e Ariano,2,1,1796,1796,01/12/1796,31/12/1796,Autunno/Inverno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,-2
512,5,Lo studioso Giovene rileva delle forti precipitazioni nel marzo del 1797 in Puglia,2,3,1797,1797,01/03/1797,31/03/1797,Inverno/Primavera,5,NA,NA,Puglia,Apulia,FALSE,NA,NA,2,NA
531,5,Si indicano delle forti precipitazioni nel marzo e nel giugno del 1763 ad Acquaviva delle Fonti tali da compromettere completamente il raccolto,2,1,1763,1763,01/03/1763,30/06/1763,Inverno/Primavera/Estate,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,NA
539,1,Il vescovo Carlo Loffredi in una sua relazione del 1677 indica un periodo di siccità a Molfetta,2,1,1677,1677,NA,NA,NA,3,41.2,16.59,Molfetta,NA,TRUE,NA,NA,-2,NA
540,1,Il vescovo Giovanni degli Effetti in una sua relazione del 1707 indica un periodo di siccità a Molfetta,2,1,1707,1707,NA,NA,NA,3,41.2,16.59,Molfetta,NA,TRUE,NA,NA,-2,NA
541,9,Si indica una gelata tra il dicembre del 1708 e il gennaio del 1709 a Molfetta,2,1,1708,1709,01/12/1708,31/01/1709,Inverno,5,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,-2
542,9,"Si indica una gelata nel 1606 in Terra di Bari, in particolare a Grumo, Palo, Terlizzi, Bitonto, Binetto e Toritto",2,2,1606,1606,NA,NA,NA,3,NA,NA,Terra di Bari,NA,FALSE,NA,NA,2,-2
543,9,"Si indica una gelata nel 1610 in Terra di Bari, in particolare a Grumo, Palo, Terlizzi, Bitonto, Binetto e Toritto",2,2,1610,1610,NA,NA,NA,3,NA,NA,Terra di Bari,NA,FALSE,NA,NA,2,-2
544,9,Si indica una gelata nel 1675 a Molfetta,2,1,1675,1675,NA,NA,NA,3,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,-2
545,9,Si indica un freddo eccessivo nel 1742 in Capitanata,2,2,1742,1742,NA,NA,NA,3,NA,NA,Capitanata,NA,FALSE,NA,NA,2,-2
546,9,Si indica un freddo eccessivo nel 1745 in Capitanata,2,2,1745,1745,NA,NA,NA,3,NA,NA,Capitanata,NA,FALSE,NA,NA,2,-2
547,9,Si indica un freddo eccessivo nel 1748 in Capitanata,2,2,1748,1748,NA,NA,NA,3,NA,NA,Capitanata,NA,FALSE,NA,NA,2,-2
548,9,Si indica una gelata nel 1747 ad Acquaviva delle Fonti,2,1,1747,1747,NA,NA,NA,3,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
549,9,Si indica una gelata nel 1747 a Bisceglie,2,1,1747,1747,NA,NA,NA,3,41.24,16.5,Bisceglie,NA,TRUE,NA,NA,2,-2
550,9,Si indica una gelata nel 1747 a Molfetta,2,1,1747,1747,NA,NA,NA,3,41.2,16.59,Molfetta,NA,TRUE,NA,NA,2,-2
551,9,Si indica un inverno molto rigido nel 1740 ad Acquaviva delle Fonti,2,1,1740,1740,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
552,9,Si indica un inverno molto rigido nel 1743 ad Acquaviva delle Fonti,2,1,1743,1743,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
553,8,Si indica un caldo eccessivo nell'estate del 1753 ad Acquaviva delle Fonti tale che ebbe modo di causare degli incendi per autocombustione nei parchi e nelle macchie,2,1,1753,1753,NA,NA,Estate,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,2
554,8,Si indica un caldo eccessivo nell'autunno del 1758 ad Acquaviva delle Fonti a causa dell'aridità dei pascoli,2,1,1758,1758,NA,NA,Autunno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,2
555,8,Si indica un caldo eccessivo nell'autunno del 1759 ad Acquaviva delle Fonti a causa dell'aridità dei pascoli,2,1,1759,1759,NA,NA,Autunno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,2
556,5,Si indica delle piogge torrenziali nel settembre del 1683 ad Acquaviva delle Fonti,2,1,1683,1683,01/09/1683,30/09/1683,Estate/Autunno,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,NA
557,5,Si indica delle piogge torrenziali nel febbraio del 1684 ad Acquaviva delle Fonti,2,1,1684,1684,01/02/1684,28/02/1684,Inverno,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,NA
559,9,Si indica un inverno molto rigido con neve in febbraio 1717 ad Acquaviva delle Fonti,2,1,1717,1717,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
560,5,Si indicano delle forti precipitazioni nel giugno del 1719 ad Acquaviva delle Fonti,2,1,1719,1719,01/06/1719,30/06/1719,Primavera/Estate,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,NA
561,9,Si indica un inverno molto rigido nel 1720 con neve in gennaio ad Acquaviva delle Fonti,2,1,1720,1720,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
563,9,Si indica un inverno molto rigido nel 1729 con neve in gennaio e febbraio ad Acquaviva delle Fonti,2,1,1729,1729,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
564,4,Si indica grandinate nel settembre del 1729 ad Acquaviva delle Fonti,2,1,1729,1729,01/09/1729,30/09/1729,Estate/Autunno,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
565,9,Si indica un inverno rigido con neve in febbraio e marzo del 1731 ad Acquaviva delle Fonti,2,1,1731,1731,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
566,4,Si indica delle grandinate nell'ottobre del 1750 ad Acquaviva delle Fonti,2,1,1750,1750,01/10/1750,31/10/1750,Autunno,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
567,5,Si indica delle piogge torrenziali nel febbraio del 1751 ad Acquaviva delle Fonti,2,1,1751,1751,01/02/1751,28/02/1751,Inverno,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,NA
568,4,Si indica delle grandinate nel maggio del 1751 ad Acquaviva delle Fonti,2,1,1751,1751,01/05/1751,31/05/1751,Primavera,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
569,9,Si indica un inverno molto rigido con neve in gennaio e febbraio nel 1755 ad Acquaviva delle Fonti,2,1,1755,1755,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
570,9,Si indica un inverno rigido e neve in gennaio e febbraio del 1758 ad Acquaviva delle Fonti,2,1,1758,1758,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
572,1,Si indica una siccità nel luglio del 1760 ad Acquaviva delle Fonti,2,1,1760,1760,01/07/1760,31/07/1760,Estate,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,NA
573,4,Si indica delle grandinate nell'ottobre del 1760 ad Acquaviva delle Fonti che causarono danni ai vigneni,2,1,1760,1760,01/10/1760,31/10/1760,Autunno,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
574,9,Si indica un'inverno rigido con neve in gennaio e marzo del 1761 ad Acquaviva delle Fonti,2,1,1761,1761,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
574,9,Si indica un inverno rigido con neve in gennaio del 1763 ad Acquaviva delle Fonti,2,1,1763,1763,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
577,5,Si indicano piogge torrenziali nell'ottobre del 1764 ad Acquaviva delle Fonti,2,1,1764,1764,01/10/1764,31/10/1764,Autunno,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,NA
579,9,Si indica un inverno rigido con neve in gennaio e marzo nel 1768 ad Acquaviva delle Fonti,2,1,1768,1768,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
581,9,Si indica un inverno rigido nel 1773 con neve in febbraio e marzo ad Acquaviva delle Fonti,2,1,1773,1773,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
582,4,Si indicano delle grandinate ad agosto del 1773 ad Acquaviva delle Fonti,2,1,1773,1773,01/08/1773,30/08/1773,Estate,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
583,9,Si indica un inverno rigido nel 1779 con neve in gennaio e marzo ad Acquaviva delle Fonti,2,1,1779,1779,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
584,9,Si indica un inverno rigido nel 1780 con neve in gennaio ad Acquaviva delle Fonti,2,1,1780,1780,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
585,5,Si indicano piogge torrenziali nel settembre del 1780 che compromisero la vendemmia ad Acquaviva delle Fonti,2,1,1780,1780,01/09/1780,30/09/1780,Estate/Autunno,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,NA
587,9,Si indica un inverno rigido nel 1784 con neve in febbraio ad Acquaviva delle Fonti,2,1,1784,1784,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
589,9,Si indica un inverno rigido nel 1787 con neve in gennaio e febbraio ad Acquaviva delle Fonti,2,1,1787,1787,NA,NA,Inverno,4,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
590,8,Si indica un calore eccessivo nel 1789 tale da provocare incendi per autocombustione nei parchi e nelle macchie ad Acquaviva delle Fonti,2,1,1789,1789,NA,NA,NA,3,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,2
591,8,Si indica un calore eccessivo nel luglio del 1791 ad Acquaviva delle Fonti tale da provocare incendi per autocombustione nei parchi e nelle macchie,2,1,1791,1791,01/07/1791,30/07/1791,Estate,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,2
592,4,Si indicano delle forti grandinate nel 1792 ad Acquaviva delle Fonti tali da compromettere la vendemmia,2,1,1792,1792,NA,NA,NA,3,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,2,-2
593,8,"Si indica un calore eccessivo nell'agosto del 1793 ad Acquaviva delle Fonti, tale da provocare incendi per autocombustione nei parchi e nelle macchie",2,1,1793,1793,01/08/1793,31/08/1793,Estate,5,40.896846419999996,16.84607886,Acquaviva delle Fonti,NA,TRUE,NA,NA,-2,2
